Carátula,Programa,Emisión,Tiempo,Tipo de música,Likes,Comentarios,Antigüedad,Reproducir
https://static-1.ivoox.com/audios/4/6/4/5/8141571575464_SM.jpg,Club de Jazz,Club de Jazz 20/10/2019 || En un sueño,01:13:06,Blues y Jazz,5,1,18 días,https://www.ivoox.com/club-jazz-20-10-2019-en-sueno-audios-mp3_rf_43288679_1.html?autoplay=true
https://static-2.ivoox.com/canales/5/2/4/4/5971470904425_SM.jpg,Cloud Jazz Smooth Jazz,Cloud Jazz Nº 1726 (Harry Connick Jr.),57:34,Blues y Jazz,4,0,9 días,https://www.ivoox.com/cloud-jazz-n-1726-harry-connick-jr-audios-mp3_rf_43593273_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/5/4/0/2571552460456_SM.jpg,Saltamontes,"Saltamontes - Chuck Berry, Bo Diddley y Buddy Holly - 09/10/19",58:55,Blues y Jazz,4,0,29 días,https://www.ivoox.com/saltamontes-chuck-berry-bo-diddley-buddy-audios-mp3_rf_42918240_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/7/4/5/6291552535476_SM.jpg,Sólo jazz,Solo jazz - Ecos del jazz en la literaria Beat Generation - 18/10/19,58:13,Blues y Jazz,5,0,20 días,https://www.ivoox.com/solo-jazz-ecos-del-jazz-la-audios-mp3_rf_43252120_1.html?autoplay=true
https://static-2.ivoox.com/canales/5/2/4/4/5971470904425_SM.jpg,Cloud Jazz Smooth Jazz,Cloud Jazz Nº 1721 (Lisa Addeo),01:00:03,Blues y Jazz,4,0,19 días,https://www.ivoox.com/cloud-jazz-n-1721-lisa-addeo-audios-mp3_rf_43272019_1.html?autoplay=true
https://static-1.ivoox.com/canales/0/5/2/2/9031552462250_SM.jpg,Toma Uno,Toma Uno - Brad 47 Paisley - 27/10/19,58:57,Blues y Jazz,2,0,11 días,https://www.ivoox.com/toma-uno-brad-47-paisley-27-10-19-audios-mp3_rf_43564985_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/7/4/5/6291552535476_SM.jpg,Sólo jazz,Solo jazz - Un poco de Tete Montoliú es mucho (I) - 28/10/19,01:00:38,Blues y Jazz,3,0,10 días,https://www.ivoox.com/solo-jazz-un-poco-tete-montoliu-audios-mp3_rf_43593108_1.html?autoplay=true
https://static-1.ivoox.com/audios/4/8/4/7/7771570887484_SM.jpg,Club de Jazz,Club de Jazz 12/10/2019 || La gente que quiero,01:06:27,Blues y Jazz,6,1,26 días,https://www.ivoox.com/club-jazz-12-10-2019-la-gente-que-audios-mp3_rf_43000669_1.html?autoplay=true
https://static-2.ivoox.com/audios/7/8/6/8/4921571488687_SM.jpg,Green In Jazz,"Celia Mur, la gran dama del Jazz español",56:43,Blues y Jazz,2,2,19 días,https://www.ivoox.com/celia-mur-gran-dama-del-jazz-espanol-audios-mp3_rf_43274208_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/7/4/5/6291552535476_SM.jpg,Sólo jazz,Solo jazz - Trompeta: Una sacudida de aire fresco - 21/10/19,01:00:09,Blues y Jazz,5,0,17 días,https://www.ivoox.com/solo-jazz-trompeta-una-sacudida-aire-audios-mp3_rf_43299363_1.html?autoplay=true
https://static-1.ivoox.com/audios/0/1/3/6/641571076310_SM.jpg,Música para Gatos,Música para Gatos – Ep. 25 - Funk y otras fusiones. Cuando el sexo se convirtió en música.,01:00:56,Blues y Jazz,4,4,24 días,https://www.ivoox.com/musica-para-gatos-ep-25-funk-audios-mp3_rf_43048188_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/7/4/5/6291552535476_SM.jpg,Sólo jazz,"Solo Jazz - Bill Evans en Inglaterra, el concierto inédito - 25/10/19",01:00:13,Blues y Jazz,3,0,13 días,https://www.ivoox.com/solo-jazz-bill-evans-inglaterra-el-audios-mp3_rf_43512491_1.html?autoplay=true
https://static-2.ivoox.com/audios/7/0/7/8/5871570868707_SM.jpg,FOLLOW ME-87.6FM,Follow Me 87.6 Nº 161,01:42:30,Blues y Jazz,6,0,26 días,https://www.ivoox.com/follow-me-87-6-n-161-audios-mp3_rf_42997496_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/5/4/0/2571552460456_SM.jpg,Saltamontes,"Saltamontes - Bob Dylan, Bo Diddley y Lucky Peterson - 25/10/19",58:57,Blues y Jazz,1,0,13 días,https://www.ivoox.com/saltamontes-bob-dylan-bo-diddley-lucky-audios-mp3_rf_43531306_1.html?autoplay=true
https://static-1.ivoox.com/audios/0/6/5/5/5371572885560_SM.jpg,El Faro del JAZZ,"El faro del jazz - 1x10 - Kurt Elling, la otra voz",03:26:23,Blues y Jazz,7,3,3 días,https://www.ivoox.com/faro-del-jazz-1x10-kurt-audios-mp3_rf_43874117_1.html?autoplay=true
https://static-1.ivoox.com/audios/8/9/9/3/7561571223998_SM.jpg,CDS RADIOSHOW,Capítulo 498 Terry Robb y la gloria en las cuerdas de acero. ,01:10:27,Blues y Jazz,7,0,22 días,https://www.ivoox.com/capitulo-498-terry-robb-gloria-en-audios-mp3_rf_43184725_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/5/4/0/2571552460456_SM.jpg,Saltamontes,"Saltamontes - MILES DAVIS: John Scofield, Mike Stern y Marcus Miller - 31/10/19",58:54,Blues y Jazz,2,0,7 días,https://www.ivoox.com/saltamontes-miles-davis-john-scofield-mike-stern-audios-mp3_rf_43783872_1.html?autoplay=true
https://static-1.ivoox.com/canales/6/7/4/5/6291552535476_SM.jpg,Sólo jazz,Solo jazz - La fiesta de Fats Waller - 11/10/19,01:00:33,Blues y Jazz,4,0,27 días,https://www.ivoox.com/solo-jazz-la-fiesta-fats-waller-audios-mp3_rf_42978042_1.html?autoplay=true
https://static-2.ivoox.com/canales/9/3/4/6/5321508706439_SM.jpg,CALAIX DEJAZZTRE ,Programa #165 >> 22 OCT 2019,59:00,Blues y Jazz,2,0,16 días,https://www.ivoox.com/programa-165-gt-gt-22-oct-2019-audios-mp3_rf_43375417_1.html?autoplay=true
https://static-1.ivoox.com/audios/0/1/5/1/7241572471510_SM.jpg,CDS RADIOSHOW,Capítulo 497 La última fiesta de Sheryl Crow,01:29:49,Blues y Jazz,3,0,8 días,https://www.ivoox.com/capitulo-497-la-ultima-fiesta-sheryl-crow-audios-mp3_rf_43757420_1.html?autoplay=true
https://static-2.ivoox.com/audios/7/6/6/7/8371572737667_SM.jpg,Green In Jazz,"Charlie Parker, la bruma de la leyenda",58:24,Blues y Jazz,1,0,4 días,https://www.ivoox.com/charlie-parker-bruma-leyenda-audios-mp3_rf_43835784_1.html?autoplay=true
